arrow_array::array::boolean_array::BooleanArray	has_true	-	fn has_true(&self) -> bool	Returns whether there is at least one non-null `true` value in this array.
arrow_array::array::boolean_array::BooleanArray	into_data	arrow_array::array::Array	fn into_data(self) -> ArrayData	
arrow_array::array::boolean_array::BooleanArray	into_parts	-	fn into_parts(self) -> (BooleanBuffer, Option<NullBuffer>)	Deconstruct this array into its constituent parts
arrow_array::array::boolean_array::BooleanArray	is_empty	-	fn is_empty(&self) -> bool	Returns whether this array is empty.
arrow_array::array::boolean_array::BooleanArray	is_empty	arrow_array::array::Array	fn is_empty(&self) -> bool	
arrow_array::array::boolean_array::BooleanArray	iter	-	fn iter(&'a self) -> BooleanIter<'a>	constructs a new iterator
arrow_array::array::boolean_array::BooleanArray	len	-	fn len(&self) -> usize	Returns the length of this array.
arrow_array::array::boolean_array::BooleanArray	len	arrow_array::array::Array	fn len(&self) -> usize	
arrow_array::array::boolean_array::BooleanArray	logical_null_count	arrow_array::array::Array	fn logical_null_count(&self) -> usize	
arrow_array::array::boolean_array::BooleanArray	new	-	fn new(values: BooleanBuffer, nulls: Option<NullBuffer>) -> Self	Create a new [`BooleanArray`] from the provided values and nulls
arrow_array::array::boolean_array::BooleanArray	new_from_packed	-	fn new_from_packed(buffer: impl Into<Buffer>, offset: usize, len: usize) -> Self	Create a new [`BooleanArray`] from a [`Buffer`] specified by `offset` and `len`, the `offset` and `len` in bits Logically convert each bit in [`Buffer`] to boolean and use it to build [`BooleanArray`]. using this method will make the follo…
arrow_array::array::boolean_array::BooleanArray	new_from_u8	-	fn new_from_u8(value: &[u8]) -> Self	Create a new [`BooleanArray`] from `&[u8]` This method uses `new_from_packed` and constructs a [`Buffer`] using `value`, and offset is set to 0 and len is set to `value.len() * 8` using this method will make the following points self-evide…
arrow_array::array::boolean_array::BooleanArray	new_null	-	fn new_null(len: usize) -> Self	Create a new [`BooleanArray`] with length `len` consisting only of nulls
arrow_array::array::boolean_array::BooleanArray	new_scalar	-	fn new_scalar(value: bool) -> Scalar<Self>	Create a new [`Scalar`] from `value`
arrow_array::array::boolean_array::BooleanArray	new_unchecked	-	unsafe fn new_unchecked(values: BooleanBuffer, nulls: Option<NullBuffer>) -> Self	Create a new [`BooleanArray`] from the provided values and nulls without validation.
arrow_array::array::boolean_array::BooleanArray	nulls	arrow_array::array::Array	fn nulls(&self) -> Option<&NullBuffer>	
arrow_array::array::boolean_array::BooleanArray	offset	arrow_array::array::Array	fn offset(&self) -> usize	
arrow_array::array::boolean_array::BooleanArray	shrink_to_fit	arrow_array::array::Array	fn shrink_to_fit(&mut self)	
arrow_array::array::boolean_array::BooleanArray	slice	-	fn slice(&self, offset: usize, length: usize) -> Self	Returns a zero-copy slice of this array with the indicated offset and length.
arrow_array::array::boolean_array::BooleanArray	slice	arrow_array::array::Array	fn slice(&self, offset: usize, length: usize) -> ArrayRef	
arrow_array::array::boolean_array::BooleanArray	take_iter	-	fn take_iter<'a>(&'a self, indexes: impl Iterator<Item = Option<usize>> + 'a) -> impl Iterator<Item = Option<bool>> + 'a	Returns an iterator that returns the values of `array.value(i)` for an iterator with each element `i`
arrow_array::array::boolean_array::BooleanArray	take_iter_unchecked	-	unsafe fn take_iter_unchecked<'a>(&'a self, indexes: impl Iterator<Item = Option<usize>> + 'a) -> impl Iterator<Item = Option<bool>> + 'a	Returns an iterator that returns the values of `array.value(i)` for an iterator with each element `i` # Safety
arrow_array::array::boolean_array::BooleanArray	take_n_true	-	fn take_n_true(self, n: usize) -> BooleanArray	Returns a new [`BooleanArray`] of the same length where only the first `n` non-null `true` positions remain `true`; any `true` positions beyond the first `n` are replaced with `false`. The null buffer is preserved unchanged.
arrow_array::array::boolean_array::BooleanArray	to_data	arrow_array::array::Array	fn to_data(&self) -> ArrayData	
arrow_array::array::boolean_array::BooleanArray	true_count	-	fn true_count(&self) -> usize	Returns the number of non null, true values within this array. If you only need to check if there is at least one true value, consider using `has_true()` which can short-circuit and be more efficient.
arrow_array::array::boolean_array::BooleanArray	value	-	fn value(&self, i: usize) -> bool	Returns the boolean value at index `i`.
arrow_array::array::boolean_array::BooleanArray	value_unchecked	-	unsafe fn value_unchecked(&self, i: usize) -> bool	Returns the boolean value at index `i`.
arrow_array::array::boolean_array::BooleanArray	values	-	fn values(&self) -> &BooleanBuffer	Returns the underlying [`BooleanBuffer`] holding all the values of this array
arrow_array::array::byte_array::GenericByteArray	as_any	arrow_array::array::Array	fn as_any(&self) -> &dyn Any	
arrow_array::array::byte_array::GenericByteArray	claim	arrow_array::array::Array	fn claim(&self, pool: &dyn arrow_buffer::MemoryPool)	
arrow_array::array::byte_array::GenericByteArray	data_type	arrow_array::array::Array	fn data_type(&self) -> &DataType	
arrow_array::array::byte_array::GenericByteArray	from	core::convert::From	fn from(data: ArrayData) -> Self	
arrow_array::array::byte_array::GenericByteArray	from_iter	core::iter::traits::collect::FromIterator	fn from_iter<I: IntoIterator<Item = &'a Option<Ptr>>>(iter: I) -> Self	
arrow_array::array::byte_array::GenericByteArray	from_iter	core::iter::traits::collect::FromIterator	fn from_iter<I: IntoIterator<Item = Option<Ptr>>>(iter: I) -> Self	
arrow_array::array::byte_array::GenericByteArray	from_iter_values	-	fn from_iter_values<Ptr, I>(iter: I) -> Self where Ptr: AsRef<T::Native>, I: IntoIterator<Item = Ptr>	Creates a [`GenericByteArray`] based on an iterator of values without nulls
arrow_array::array::byte_array::GenericByteArray	from_opt_vec	-	fn from_opt_vec(v: Vec<Option<&[u8]>>) -> Self	Creates a [GenericBinaryArray] from a vector of Optional (null) byte slices
arrow_array::array::byte_array::GenericByteArray	from_vec	-	fn from_vec(v: Vec<&[u8]>) -> Self	Creates a [GenericBinaryArray] from a vector of byte slices
arrow_array::array::byte_array::GenericByteArray	get_array_memory_size	arrow_array::array::Array	fn get_array_memory_size(&self) -> usize	
arrow_array::array::byte_array::GenericByteArray	get_buffer_memory_size	arrow_array::array::Array	fn get_buffer_memory_size(&self) -> usize	
arrow_array::array::byte_array::GenericByteArray	into_builder	-	fn into_builder(self) -> Result<GenericByteBuilder<T>, Self>	Returns `GenericByteBuilder` of this byte array for mutating its values if the underlying offset and data buffers are not shared by others.
arrow_array::array::byte_array::GenericByteArray	into_data	arrow_array::array::Array	fn into_data(self) -> ArrayData	
arrow_array::array::byte_array::GenericByteArray	into_parts	-	fn into_parts(self) -> (OffsetBuffer<T::Offset>, Buffer, Option<NullBuffer>)	Deconstruct this array into its constituent parts
arrow_array::array::byte_array::GenericByteArray	is_ascii	-	fn is_ascii(&self) -> bool	Returns true if all data within this array is ASCII
arrow_array::array::byte_array::GenericByteArray	is_empty	arrow_array::array::Array	fn is_empty(&self) -> bool	
arrow_array::array::byte_array::GenericByteArray	iter	-	fn iter(&self) -> ArrayIter<&Self>	constructs a new iterator
arrow_array::array::byte_array::GenericByteArray	len	arrow_array::array::Array	fn len(&self) -> usize	
arrow_array::array::byte_array::GenericByteArray	logical_null_count	arrow_array::array::Array	fn logical_null_count(&self) -> usize	
arrow_array::array::byte_array::GenericByteArray	new	-	fn new(offsets: OffsetBuffer<T::Offset>, values: Buffer, nulls: Option<NullBuffer>) -> Self	Create a new [`GenericByteArray`] from the provided parts, panicking on failure
arrow_array::array::byte_array::GenericByteArray	new_null	-	fn new_null(len: usize) -> Self	Create a new [`GenericByteArray`] of length `len` where all values are null
arrow_array::array::byte_array::GenericByteArray	new_repeated	-	fn new_repeated(value: impl AsRef<T::Native>, repeat_count: usize) -> Self	Create a new [`GenericByteArray`] where `value` is repeated `repeat_count` times.
arrow_array::array::byte_array::GenericByteArray	new_scalar	-	fn new_scalar(value: impl AsRef<T::Native>) -> Scalar<Self>	Create a new [`Scalar`] from `v`
arrow_array::array::byte_array::GenericByteArray	new_unchecked	-	unsafe fn new_unchecked(offsets: OffsetBuffer<T::Offset>, values: Buffer, nulls: Option<NullBuffer>) -> Self	Create a new [`GenericByteArray`] from the provided parts, without validation
arrow_array::array::byte_array::GenericByteArray	nulls	arrow_array::array::Array	fn nulls(&self) -> Option<&NullBuffer>	
arrow_array::array::byte_array::GenericByteArray	num_chars	-	fn num_chars(&self, i: usize) -> usize	Returns the number of `Unicode Scalar Value` in the string at index `i`. # Performance This function has `O(n)` time complexity where `n` is the string length. If you can make sure that all chars in the string are in the range `U+0x0000` ~…
arrow_array::array::byte_array::GenericByteArray	offset	arrow_array::array::Array	fn offset(&self) -> usize	
arrow_array::array::byte_array::GenericByteArray	offsets	-	fn offsets(&self) -> &OffsetBuffer<T::Offset>	Returns a reference to the offsets of this array
arrow_array::array::byte_array::GenericByteArray	shrink_to_fit	arrow_array::array::Array	fn shrink_to_fit(&mut self)	
arrow_array::array::byte_array::GenericByteArray	slice	-	fn slice(&self, offset: usize, length: usize) -> Self	Returns a zero-copy slice of this array with the indicated offset and length.
arrow_array::array::byte_array::GenericByteArray	slice	arrow_array::array::Array	fn slice(&self, offset: usize, length: usize) -> ArrayRef	
arrow_array::array::byte_array::GenericByteArray	take_iter	-	fn take_iter<'a>(&'a self, indexes: impl Iterator<Item = Option<usize>> + 'a) -> impl Iterator<Item = Option<&'a [u8]>>	Returns an iterator that returns the values of `array.value(i)` for an iterator with each element `i`
arrow_array::array::byte_array::GenericByteArray	take_iter	-	fn take_iter<'a>(&'a self, indexes: impl Iterator<Item = Option<usize>> + 'a) -> impl Iterator<Item = Option<&'a str>>	Returns an iterator that returns the values of `array.value(i)` for an iterator with each element `i`
arrow_array::array::byte_array::GenericByteArray	take_iter_unchecked	-	unsafe fn take_iter_unchecked<'a>(&'a self, indexes: impl Iterator<Item = Option<usize>> + 'a) -> impl Iterator<Item = Option<&'a [u8]>>	Returns an iterator that returns the values of `array.value(i)` for an iterator with each element `i` # Safety
