datafusion_tracing::node::NodeRecordingStream	project	-	internal	fn project<'pin>(_pin_project::__private::Pin<&'pin mut self>) -> __NodeRecordingStreamProjection<'pin>	-
datafusion_tracing::node::NodeRecordingStream	project_ref	-	internal	fn project_ref<'pin>(_pin_project::__private::Pin<&'pin self>) -> __NodeRecordingStreamProjectionRef<'pin>	-
datafusion_tracing::node::NodeRecordingStream	schema	datafusion_execution::stream::RecordBatchStream	internal	fn schema(&self) -> SchemaRef	-
datafusion_tracing::options::InstrumentationOptions	builder	-	supported	fn builder() -> InstrumentationOptionsBuilder	Creates a new builder for `InstrumentationOptions`.
datafusion_tracing::options::InstrumentationOptionsBuilder	add_custom_field	-	reachable-undocumented	fn add_custom_field<K: Into<String>, V: Into<String>>(self, key: K, value: V) -> Self	Adds a single custom field.
datafusion_tracing::options::InstrumentationOptionsBuilder	build	-	reachable-undocumented	fn build(self) -> InstrumentationOptions	Consumes the builder and creates an `InstrumentationOptions` instance.
datafusion_tracing::options::InstrumentationOptionsBuilder	custom_fields	-	reachable-undocumented	fn custom_fields(self, fields: HashMap<String, String>) -> Self	Replaces all custom fields with the provided `HashMap`.
datafusion_tracing::options::InstrumentationOptionsBuilder	preview_fn	-	reachable-undocumented	fn preview_fn(self, func: Arc<dyn Fn(&datafusion::arrow::record_batch::RecordBatch) -> Result<String, datafusion::arrow::error::ArrowError> + Send + Sync>) -> Self	Sets the optional callback function for formatting previewed record batches.
datafusion_tracing::options::InstrumentationOptionsBuilder	preview_limit	-	reachable-undocumented	fn preview_limit(self, limit: usize) -> Self	Sets the maximum number of rows to preview per span. Setting this to `0` disables the batch preview.
datafusion_tracing::options::InstrumentationOptionsBuilder	record_metrics	-	reachable-undocumented	fn record_metrics(self, record: bool) -> Self	Sets whether to record metrics during execution.
datafusion_tracing::planner::TracingQueryPlanner	create_physical_plan	datafusion_session::planner::QueryPlanner	internal	async fn create_physical_plan(&self, logical_plan: &LogicalPlan, session_state: &dyn Session) -> Result<Arc<dyn ExecutionPlan>>	-
datafusion_tracing::planner::TracingQueryPlanner	instrument_state_with_level	-	internal	fn instrument_state_with_level(state: SessionState, level: Level) -> SessionState	Wraps the query planner of an existing `SessionState` with tracing instrumentation at a specific level.
datafusion_tracing::planner::TracingQueryPlanner	new_with_level	-	internal	fn new_with_level(inner: Arc<dyn QueryPlanner + Send + Sync>, level: Level) -> Self	Create a new `TracingQueryPlanner` that wraps the provided inner planner at a specific level.
datafusion_tracing::preview::PreviewRecorder	builder	-	internal	fn builder(span: Span, partition_count: usize) -> PreviewRecorderBuilder	Returns a new builder for creating a `PreviewRecorder`.
datafusion_tracing::preview::PreviewRecorder	drop	core::ops::drop::Drop	internal	fn drop(&mut self)	-
datafusion_tracing::preview::PreviewRecorderBuilder	build	-	internal	fn build(self) -> PreviewRecorder	Build the `PreviewRecorder`, returning a `DataFusionResult` which is `Ok` if all required fields were set or an `Err` if any are missing.
datafusion_tracing::preview::PreviewRecorderBuilder	limit	-	internal	fn limit(self, limit: usize) -> Self	-
datafusion_tracing::preview::PreviewRecorderBuilder	preview_fn	-	internal	fn preview_fn(self, preview_fn: Option<Arc<dyn Fn(&datafusion::arrow::record_batch::RecordBatch) -> Result<String, datafusion::arrow::error::ArrowError> + Send + Sync>>) -> Self	-
datafusion_tracing::preview::PreviewRecordingStream	drop	core::ops::drop::Drop	internal	fn drop(&mut self)	-
datafusion_tracing::preview::PreviewRecordingStream	new	-	internal	fn new(inner: SendableRecordBatchStream, preview_recorder: Arc<PreviewRecorder>, partition: usize) -> Self	-
datafusion_tracing::preview::PreviewRecordingStream	poll_next	futures_core::stream::Stream	internal	fn poll_next(Pin<&mut self>, cx: &mut Context<'_>) -> Poll<Option<Self::Item>>	-
datafusion_tracing::preview::PreviewRecordingStream	project	-	internal	fn project<'pin>(_pin_project::__private::Pin<&'pin mut self>) -> __PreviewRecordingStreamProjection<'pin>	-
datafusion_tracing::preview::PreviewRecordingStream	project_ref	-	internal	fn project_ref<'pin>(_pin_project::__private::Pin<&'pin self>) -> __PreviewRecordingStreamProjectionRef<'pin>	-
datafusion_tracing::preview::PreviewRecordingStream	schema	datafusion_execution::stream::RecordBatchStream	internal	fn schema(&self) -> SchemaRef	-
datafusion_tracing::rule_instrumentation::AnalyzerPhaseSentinel	analyze	datafusion_optimizer::analyzer::AnalyzerRule	internal	fn analyze(&self, plan: LogicalPlan, _config: &ConfigOptions) -> Result<LogicalPlan>	-
datafusion_tracing::rule_instrumentation::AnalyzerPhaseSentinel	name	datafusion_optimizer::analyzer::AnalyzerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::ErrorCleanupAnalyzerRule	analyze	datafusion_optimizer::analyzer::AnalyzerRule	internal	fn analyze(&self, plan: LogicalPlan, config: &ConfigOptions) -> Result<LogicalPlan>	-
datafusion_tracing::rule_instrumentation::ErrorCleanupAnalyzerRule	name	datafusion_optimizer::analyzer::AnalyzerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::ErrorCleanupOptimizerRule	apply_order	datafusion_optimizer::optimizer::OptimizerRule	internal	fn apply_order(&self) -> Option<ApplyOrder>	-
datafusion_tracing::rule_instrumentation::ErrorCleanupOptimizerRule	name	datafusion_optimizer::optimizer::OptimizerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::ErrorCleanupOptimizerRule	rewrite	datafusion_optimizer::optimizer::OptimizerRule	internal	fn rewrite(&self, plan: LogicalPlan, config: &dyn OptimizerConfig) -> Result<Transformed<LogicalPlan>, DataFusionError>	-
datafusion_tracing::rule_instrumentation::ErrorCleanupOptimizerRule	supports_rewrite	datafusion_optimizer::optimizer::OptimizerRule	internal	fn supports_rewrite(&self) -> bool	-
datafusion_tracing::rule_instrumentation::ErrorCleanupPhysicalOptimizerRule	name	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::ErrorCleanupPhysicalOptimizerRule	optimize	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn optimize(&self, plan: Arc<dyn ExecutionPlan>, config: &ConfigOptions) -> Result<Arc<dyn ExecutionPlan>>	-
datafusion_tracing::rule_instrumentation::ErrorCleanupPhysicalOptimizerRule	schema_check	datafusion_session::physical_optimizer::PhysicalOptimizerRule	internal	fn schema_check(&self) -> bool	-
datafusion_tracing::rule_instrumentation::FormatPlan	format_for_diff	-	internal	fn format_for_diff(&self) -> String	Formats the plan as a string suitable for diff comparison.
datafusion_tracing::rule_instrumentation::InstrumentedAnalyzerRule	analyze	datafusion_optimizer::analyzer::AnalyzerRule	internal	fn analyze(&self, plan: LogicalPlan, config: &ConfigOptions) -> Result<LogicalPlan>	-
datafusion_tracing::rule_instrumentation::InstrumentedAnalyzerRule	name	datafusion_optimizer::analyzer::AnalyzerRule	internal	fn name(&self) -> &str	-
datafusion_tracing::rule_instrumentation::InstrumentedAnalyzerRule	new	-	internal	fn new(inner: Arc<dyn AnalyzerRule + Send + Sync>, options: RuleInstrumentationOptions, span_create_fn: Arc<dyn Fn(&str) -> tracing::Span + Send + Sync>) -> Self	Creates a new instrumented analyzer rule.
datafusion_tracing::rule_instrumentation::InstrumentedOptimizerRule	apply_inner	-	internal	fn apply_inner(&self, plan: LogicalPlan, config: &dyn OptimizerConfig) -> Result<Transformed<LogicalPlan>, DataFusionError>	Applies the inner rule to the plan, handling tree traversal appropriately.
datafusion_tracing::rule_instrumentation::InstrumentedOptimizerRule	apply_order	datafusion_optimizer::optimizer::OptimizerRule	internal	fn apply_order(&self) -> Option<ApplyOrder>	-
datafusion_tracing::rule_instrumentation::InstrumentedOptimizerRule	name	datafusion_optimizer::optimizer::OptimizerRule	internal	fn name(&self) -> &str	-
