opentelemetry::global::trace::GlobalTracerProvider	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	3	Represents the globally configured [`TracerProvider`] instance for this application. This allows generic tracing through the returned [`BoxedTracer`] instances.
opentelemetry::global::trace::ObjectSafeSpan	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	9	Allows a specific [`crate::trace::Span`] to be used generically by [`BoxedSpan`] instances by mirroring the interface and boxing the return types.
opentelemetry::global::trace::ObjectSafeTracer	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	1	Allows a specific [`Tracer`] to be used generically by [`BoxedTracer`] instances by mirroring the interface and boxing the return types.
opentelemetry::global::trace::ObjectSafeTracerProvider	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	1	Allows a specific [`TracerProvider`] to be used generically by the [`GlobalTracerProvider`] by mirroring the interface and boxing the return types.
opentelemetry::global::trace::set_tracer_provider	function	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	0	Sets the given [`TracerProvider`] instance as the current global provider.
opentelemetry::global::trace::tracer	function	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	0	Creates a named instance of [`Tracer`] via the configured [`GlobalTracerProvider`].
opentelemetry::global::trace::tracer_provider	function	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	0	Returns an instance of the currently configured global [`TracerProvider`] through [`GlobalTracerProvider`].
opentelemetry::global::trace::tracer_with_scope	function	opentelemetry	opentelemetry	supported	-	api/opentelemetry.global.trace.md	1	0	Creates a [`Tracer`] with the given instrumentation scope via the configured [`GlobalTracerProvider`].
opentelemetry::logs::logger::Logger	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.logger.md	1	3	The interface for emitting [`LogRecord`]s.
opentelemetry::logs::logger::LoggerProvider	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.logger.md	1	2	Interfaces that can create [`Logger`] instances.
opentelemetry::logs::noop::NoopLogRecord	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.noop.md	0	0	A no-operation log record that implements the LogRecord trait.
opentelemetry::logs::noop::NoopLogger	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.noop.md	0	0	A no-op implementation of a [`Logger`]
opentelemetry::logs::noop::NoopLoggerProvider	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.noop.md	1	5	A no-op implementation of a [`LoggerProvider`].
opentelemetry::logs::record::AnyValue	enum	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.record.md	1	20	Value types for representing arbitrary values in a log record. Note: The `tracing` and `log` crates only support basic types that can be converted to these core variants: `i64`, `f64`, `StringValue`, and `bool`. Any complex and custom type…
opentelemetry::logs::record::LogRecord	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.record.md	1	10	SDK implemented trait for managing log records
opentelemetry::logs::record::Severity	enum	opentelemetry	opentelemetry	supported	-	api/opentelemetry.logs.record.md	1	6	A normalized severity value.
opentelemetry::metrics::InstrumentProvider	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.md	0	16	SDK implemented trait for creating instruments
opentelemetry::metrics::instruments::AsyncInstrument	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.md	1	1	An SDK implemented instrument that records measurements via callback.
opentelemetry::metrics::instruments::AsyncInstrumentBuilder	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.md	1	11	Configuration for building an async instrument.
opentelemetry::metrics::instruments::Callback	type_alias	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.md	1	0	A function registered with a [Meter] that makes observations for the instruments it is registered with.
opentelemetry::metrics::instruments::HistogramBuilder	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.md	1	6	Configuration for building a Histogram.
opentelemetry::metrics::instruments::InstrumentBuilder	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.md	1	10	Configuration for building a sync instrument.
opentelemetry::metrics::instruments::SyncInstrument	trait	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.md	1	1	An SDK implemented instrument that records measurements synchronously.
opentelemetry::metrics::instruments::counter::Counter	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.counter.md	1	4	An instrument that records increasing values.
opentelemetry::metrics::instruments::counter::ObservableCounter	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.counter.md	1	3	An async instrument that records increasing values.
opentelemetry::metrics::instruments::gauge::Gauge	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.gauge.md	1	4	An instrument that records independent values
opentelemetry::metrics::instruments::gauge::ObservableGauge	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.gauge.md	1	3	An async instrument that records independent readings.
opentelemetry::metrics::instruments::histogram::Histogram	struct	opentelemetry	opentelemetry	supported	-	api/opentelemetry.metrics.instruments.histogram.md	1	4	An instrument that records a distribution of values.
